aluno_id,nome_completo,genero,data_nascimento,curso_id,departamento,ano_matricula,estatuto,email_institucional,nacionalidade,regime
A00230,Filipa Pereira,M,2001-07-23,MMKT,DEGEIT,2023,Ativo,a00230@ua.pt,Portugal,Ordinário
A00231,Diogo Jesus,F,1990-02-25,MEC,DETI,2022,Ativo,a00231@ua.pt,Espanha,Ordinário
A00232,João Pereira,M,2004-08-29,LEI,DETI,2023,Ativo,a00232@ua.pt,Portugal,Ordinário
A00233,Marta Martins,F,2004-04-29,LMAT,DMAT,2022,Ativo,a00233@ua.pt,Espanha,Ordinário
A00234,Filipa Rodrigues,M,1999-04-30,MED,DEP,2024,Ativo,a00234@ua.pt,Portugal,Ordinário
A00235,Tomás Pereira,M,2001-11-05,LGT,DEGEIT,2023,Ativo,a00235@ua.pt,Portugal,Ordinário
A00236,Diogo Pereira,F,1993-09-09,LEB,DBIO,2023,Concluído,a00236@ua.pt,Portugal,Ordinário
A00237,Diogo Oliveira,F,2001-06-12,MTR,DLC,2024,Concluído,a00237@ua.pt,Portugal,Ordinário
A00238,André Jesus,M,2005-02-02,MIEEC,DETI,2023,Ativo,a00238@ua.pt,Portugal,Ordinário
A00239,Catarina Santos,F,1999-07-03,LGT,DEGEIT,2023,Ativo,a00239@ua.pt,Espanha,Ordinário
A00240,Inês Monteiro,F,1996-06-09,MTR,DLC,2024,Ativo,a00240@ua.pt,Portugal,Trabalhador-Estudante
A00241,Filipa Rocha,M,1998-06-05,MED,DEP,2020,Ativo,a00241@ua.pt,Portugal,Ordinário
A00242,Matilde Martins,F,2002-01-19,LEM,DEGEIT,2024,Ativo,a00242@ua.pt,Brasil,Ordinário
A00243,Marta Martins,M,2005-02-08,LMAT,DMAT,2024,Ativo,a00243@ua.pt,Portugal,Ordinário
A00244,Ana Martins,F,1990-09-21,LEB,DBIO,2024,Ativo,a00244@ua.pt,Portugal,Ordinário
A00245,João Vieira,M,2003-05-30,MIEEC,DETI,2020,Ativo,a00245@ua.pt,Portugal,Ordinário
A00246,Matilde Correia,F,2001-04-20,MIEEC,DETI,2022,Ativo,a00246@ua.pt,Portugal,Ordinário
A00247,Gonçalo Martins,F,1996-10-08,MEC,DETI,2021,Desistência,a00247@ua.pt,Portugal,Ordinário
A00248,Beatriz Vieira,M,2002-06-20,LPE,DEP,2025,Ativo,a00248@ua.pt,Portugal,Ordinário
A00249,Catarina Almeida,M,1993-05-07,MFIN,DEGEIT,2023,Ativo,a00249@ua.pt,Portugal,Ordinário
A00250,Catarina Cardoso,M,1991-04-18,LT,DEGEIT,2024,Desistência,a00250@ua.pt,Portugal,Ordinário
A00251,Beatriz Ferreira,M,2004-07-03,LEB,DBIO,2020,Concluído,a00251@ua.pt,Portugal,Ordinário
A00252,Pedro Correia,M,1998-06-17,MIEEC,DETI,2020,Concluído,a00252@ua.pt,Portugal,Ordinário
A00253,Ana Rodrigues,F,1997-06-20,MTR,DLC,2023,Desistência,a00253@ua.pt,Espanha,Internacional
A00254,Marta Rocha,M,1995-06-11,LEM,DEGEIT,2021,Ativo,a00254@ua.pt,Portugal,Ordinário
A00255,Leonor Moreira,M,1996-12-01,MED,DEP,2022,Ativo,a00255@ua.pt,Portugal,Internacional
A00256,João Correia,M,1994-07-23,MTR,DLC,2023,Ativo,a00256@ua.pt,Brasil,Ordinário
A00257,Pedro Fernandes,M,2002-05-30,LEI,DETI,2024,Ativo,a00257@ua.pt,Portugal,Ordinário
A00258,Leonor Almeida,M,2002-05-08,LQ,DQ,2023,Ativo,a00258@ua.pt,Portugal,Ordinário
A00259,Catarina Santos,F,1993-02-20,MDS,DETI,2025,Ativo,a00259@ua.pt,Portugal,Ordinário
A00260,Rodrigo Martins,F,2007-02-22,LGT,DEGEIT,2019,Ativo,a00260@ua.pt,Portugal,Ordinário
A00261,Filipa Neves,M,1998-05-16,LEB,DBIO,2020,Ativo,a00261@ua.pt,Angola,Ordinário
A00262,Gonçalo Jesus,F,2001-12-08,LEI,DETI,2024,Ativo,a00262@ua.pt,Portugal,Ordinário
A00263,Marta Rodrigues,F,1992-05-26,MFIN,DEGEIT,2020,Ativo,a00263@ua.pt,Portugal,Ordinário
A00264,André Moreira,M,2007-10-31,MDS,DETI,2024,Ativo,a00264@ua.pt,Portugal,Internacional
A00265,Rodrigo Santos,M,2005-05-05,LQ,DQ,2020,Ativo,a00265@ua.pt,Portugal,Ordinário
A00266,Maria Almeida,F,2004-04-13,MTR,DLC,2019,Ativo,a00266@ua.pt,Brasil,Ordinário
A00267,Afonso Correia,F,2001-11-05,MEC,DETI,2020,Ativo,a00267@ua.pt,Portugal,Ordinário
A00268,Miguel Silva,M,2002-03-07,LGT,DEGEIT,2020,Ativo,a00268@ua.pt,Cabo Verde,Ordinário
A00269,Tomás Vieira,F,1996-09-17,MMKT,DEGEIT,2021,Ativo,a00269@ua.pt,Portugal,Ordinário
A00270,Beatriz Santos,F,2007-09-24,MMKT,DEGEIT,2020,Ativo,a00270@ua.pt,Portugal,Ordinário
A00271,Miguel Silva,M,2003-07-29,LGT,DEGEIT,2024,Desistência,a00271@ua.pt,Portugal,Ordinário
A00272,André Monteiro,M,1995-02-12,MED,DEP,2023,Ativo,a00272@ua.pt,Portugal,Ordinário
A00273,Afonso Ferreira,F,2007-04-27,MMKT,DEGEIT,2022,Concluído,a00273@ua.pt,Portugal,Ordinário
A00274,Ana Sousa,M,1997-02-07,LT,DEGEIT,2023,Ativo,a00274@ua.pt,Portugal,Ordinário
A00275,Catarina Rocha,F,1991-12-17,LEM,DEGEIT,2021,Ativo,a00275@ua.pt,Portugal,Ordinário
A00276,Miguel Vieira,M,2002-06-07,LGT,DEGEIT,2020,Ativo,a00276@ua.pt,Portugal,Ordinário
A00277,André Costa,F,2002-10-30,LGT,DEGEIT,2025,Ativo,a00277@ua.pt,Portugal,Ordinário
A00278,Sofia Sousa,F,1991-06-03,MTR,DLC,2021,Ativo,a00278@ua.pt,Portugal,Ordinário
A00279,Pedro Moreira,F,2006-03-03,LF,DF,2025,Ativo,a00279@ua.pt,Portugal,Ordinário
A00280,Miguel Moreira,M,2003-11-29,MMKT,DEGEIT,2023,Concluído,a00280@ua.pt,Portugal,Ordinário
A00281,Rita Vieira,M,1997-03-11,LT,DEGEIT,2021,Ativo,a00281@ua.pt,Cabo Verde,Ordinário
A00282,André Gonçalves,F,1997-04-23,MTR,DLC,2023,Ativo,a00282@ua.pt,Portugal,Ordinário
A00283,Pedro Moreira,F,2006-04-24,LPE,DEP,2024,Desistência,a00283@ua.pt,Portugal,Ordinário
A00284,Carolina Martins,M,2005-02-04,LGT,DEGEIT,2025,Ativo,a00284@ua.pt,Portugal,Ordinário
A00285,Leonor Correia,M,1991-08-29,MFIN,DEGEIT,2024,Desistência,a00285@ua.pt,Portugal,Ordinário
A00286,Catarina Neves,F,2007-09-26,MFIN,DEGEIT,2023,Ativo,a00286@ua.pt,Portugal,Ordinário
A00287,Rodrigo Vieira,M,1993-09-24,LQ,DQ,2020,Ativo,a00287@ua.pt,Cabo Verde,Ordinário
A00288,Gonçalo Cardoso,F,1990-03-28,MFIN,DEGEIT,2020,Ativo,a00288@ua.pt,Portugal,Ordinário
A00289,Filipa Correia,M,1998-05-23,LQ,DQ,2024,Ativo,a00289@ua.pt,Portugal,Ordinário
A00290,Maria Pereira,M,1992-05-06,LEI,DETI,2022,Ativo,a00290@ua.pt,Brasil,Ordinário
A00291,Gonçalo Almeida,M,1997-09-11,MDS,DETI,2024,Concluído,a00291@ua.pt,Portugal,Ordinário
A00292,Afonso Pereira,M,1991-07-05,MED,DEP,2023,Ativo,a00292@ua.pt,Portugal,Ordinário
A00293,Catarina Costa,F,2006-08-11,LEM,DEGEIT,2022,Ativo,a00293@ua.pt,Portugal,Ordinário
A00294,Rita Monteiro,F,2007-11-23,MED,DEP,2024,Ativo,a00294@ua.pt,Portugal,Ordinário
A00295,Afonso Rodrigues,M,2003-04-14,LEB,DBIO,2024,Ativo,a00295@ua.pt,Portugal,Ordinário
A00296,Miguel Rodrigues,F,2007-12-07,LGT,DEGEIT,2025,Ativo,a00296@ua.pt,Portugal,Ordinário
A00297,Tomás Pereira,M,2003-05-23,MTR,DLC,2024,Ativo,a00297@ua.pt,Portugal,Ordinário
A00298,Miguel Pereira,M,2003-10-13,LPE,DEP,2020,Ativo,a00298@ua.pt,Portugal,Ordinário
A00299,Inês Correia,F,2001-06-16,MDS,DETI,2024,Ativo,a00299@ua.pt,Portugal,Ordinário
A00300,Miguel Moreira,F,2000-12-25,LPE,DEP,2022,Ativo,a00300@ua.pt,Portugal,Ordinário
A00301,Catarina Cardoso,M,1993-01-23,LEI,DETI,2021,Concluído,a00301@ua.pt,Portugal,Ordinário
A00302,Maria Correia,M,2005-12-05,MTR,DLC,2024,Ativo,a00302@ua.pt,Portugal,Ordinário
A00303,Rita Moreira,F,1996-03-01,LMAT,DMAT,2022,Ativo,a00303@ua.pt,Portugal,Ordinário
A00304,Catarina Gonçalves,F,2002-11-05,MTR,DLC,2020,Ativo,a00304@ua.pt,Portugal,Ordinário
A00305,Rodrigo Martins,F,1999-07-15,MED,DEP,2020,Ativo,a00305@ua.pt,Portugal,Internacional
A00306,Tiago Martins,M,1997-10-26,MED,DEP,2020,Ativo,a00306@ua.pt,Portugal,Ordinário
A00307,Pedro Santos,M,1993-09-21,MDS,DETI,2021,Concluído,a00307@ua.pt,Portugal,Ordinário
A00308,Luís Cardoso,M,2005-10-16,LPE,DEP,2022,Ativo,a00308@ua.pt,Moçambique,Ordinário
A00309,Luís Oliveira,F,2006-10-28,LEM,DEGEIT,2024,Concluído,a00309@ua.pt,Portugal,Ordinário
A00310,Tomás Jesus,M,1995-07-21,LT,DEGEIT,2024,Ativo,a00310@ua.pt,Portugal,Ordinário
A00311,Afonso Gonçalves,F,1999-01-14,LGT,DEGEIT,2025,Ativo,a00311@ua.pt,Portugal,Ordinário
A00312,Afonso Gonçalves,F,2006-05-24,LEI,DETI,2024,Ativo,a00312@ua.pt,Brasil,Ordinário
A00313,Miguel Sousa,F,1999-08-21,MMKT,DEGEIT,2022,Ativo,a00313@ua.pt,Portugal,Ordinário
A00314,Rodrigo Moreira,M,2005-04-23,MTR,DLC,2020,Ativo,a00314@ua.pt,Portugal,Trabalhador-Estudante
A00315,Sofia Rodrigues,M,2000-03-28,LPE,DEP,2019,Desistência,a00315@ua.pt,Moçambique,Trabalhador-Estudante
A00316,Luís Ferreira,F,1996-02-23,LMAT,DMAT,2020,Ativo,a00316@ua.pt,Portugal,Trabalhador-Estudante
A00317,Marta Monteiro,F,1998-11-21,LPE,DEP,2023,Ativo,a00317@ua.pt,Portugal,Ordinário
A00318,Marta Cardoso,F,2000-09-11,LEI,DETI,2020,Ativo,a00318@ua.pt,Portugal,Ordinário
A00319,Marta Vieira,F,1999-06-22,MEC,DETI,2021,Ativo,a00319@ua.pt,Portugal,Ordinário
A00320,Inês Oliveira,M,1998-03-31,LEM,DEGEIT,2023,Ativo,a00320@ua.pt,Portugal,Ordinário
A00321,Inês Monteiro,M,1997-11-16,LPE,DEP,2022,Ativo,a00321@ua.pt,Portugal,Ordinário
A00322,Tomás Vieira,F,1992-04-03,LEB,DBIO,2021,Ativo,a00322@ua.pt,Portugal,Ordinário
A00323,Mariana Neves,F,1996-03-18,LT,DEGEIT,2020,Ativo,a00323@ua.pt,Portugal,Ordinário
A00324,Pedro Vieira,M,1994-08-11,LEI,DETI,2025,Ativo,a00324@ua.pt,Portugal,Ordinário
A00325,Rodrigo Neves,M,1998-08-28,LQ,DQ,2020,Ativo,a00325@ua.pt,Portugal,Trabalhador-Estudante
A00326,Tomás Monteiro,M,1997-02-05,LEI,DETI,2021,Ativo,a00326@ua.pt,Portugal,Ordinário
A00327,Pedro Santos,F,1990-05-17,MTR,DLC,2020,Ativo,a00327@ua.pt,Angola,Trabalhador-Estudante
A00328,Sofia Vieira,M,2004-02-06,MMKT,DEGEIT,2025,Concluído,a00328@ua.pt,Portugal,Ordinário
A00329,Pedro Oliveira,M,1991-11-16,LT,DEGEIT,2023,Ativo,a00329@ua.pt,Portugal,Ordinário
A00330,Marta Santos,M,2005-09-02,LGT,DEGEIT,2024,Ativo,a00330@ua.pt,Portugal,Trabalhador-Estudante
A00331,Matilde Costa,M,2003-09-25,LEM,DEGEIT,2020,Ativo,a00331@ua.pt,Portugal,Ordinário
A00332,Matilde Jesus,F,2001-02-18,LEI,DETI,2023,Ativo,a00332@ua.pt,Portugal,Ordinário
A00333,Sofia Jesus,F,2007-04-21,LF,DF,2019,Ativo,a00333@ua.pt,Portugal,Ordinário
A00334,Leonor Correia,M,2000-03-17,LGT,DEGEIT,2025,Ativo,a00334@ua.pt,Portugal,Ordinário
A00335,Ana Martins,F,1995-02-15,LEM,DEGEIT,2025,Ativo,a00335@ua.pt,Portugal,Ordinário
A00336,Marta Monteiro,F,1990-10-17,LT,DEGEIT,2024,Ativo,a00336@ua.pt,Angola,Ordinário
A00337,João Costa,M,1992-09-05,LGT,DEGEIT,2025,Ativo,a00337@ua.pt,Portugal,Ordinário
A00338,Carolina Fernandes,M,1991-07-19,MIEEC,DETI,2024,Concluído,a00338@ua.pt,Portugal,Ordinário
A00339,Marta Moreira,F,1996-07-16,MDS,DETI,2023,Ativo,a00339@ua.pt,Portugal,Internacional
A00340,Ana Martins,F,1993-05-18,LEB,DBIO,2019,Desistência,a00340@ua.pt,Portugal,Ordinário
A00341,Matilde Sousa,M,1990-01-12,LEI,DETI,2023,Concluído,a00341@ua.pt,Portugal,Ordinário
A00342,Inês Jesus,M,2001-01-13,LQ,DQ,2020,Desistência,a00342@ua.pt,Portugal,Trabalhador-Estudante
A00343,Gonçalo Oliveira,M,2000-04-13,MFIN,DEGEIT,2020,Ativo,a00343@ua.pt,Portugal,Ordinário
A00344,Luís Fernandes,M,2004-11-09,MIEEC,DETI,2021,Ativo,a00344@ua.pt,Angola,Ordinário
A00345,Pedro Oliveira,M,2000-02-26,MEC,DETI,2022,Ativo,a00345@ua.pt,Portugal,Ordinário
A00346,Sofia Pereira,F,1993-09-08,LT,DEGEIT,2024,Ativo,a00346@ua.pt,Portugal,Internacional
A00347,Tiago Ferreira,M,1996-11-30,LEB,DBIO,2024,Ativo,a00347@ua.pt,Portugal,Ordinário
A00348,Marta Gonçalves,F,1997-05-09,MIEEC,DETI,2021,Ativo,a00348@ua.pt,Portugal,Ordinário
A00349,Diogo Rocha,M,1993-11-25,LMAT,DMAT,2020,Desistência,a00349@ua.pt,Portugal,Ordinário
A00350,João Martins,F,2007-10-21,MED,DEP,2021,Ativo,a00350@ua.pt,Portugal,Ordinário
A00351,Maria Silva,F,2003-01-23,MDS,DETI,2022,Concluído,a00351@ua.pt,Moçambique,Ordinário
A00352,Diogo Santos,F,1992-01-24,MED,DEP,2023,Ativo,a00352@ua.pt,Portugal,Ordinário
A00353,Rita Gonçalves,M,1990-08-30,MMKT,DEGEIT,2023,Ativo,a00353@ua.pt,Portugal,Ordinário
A00354,Mariana Martins,M,1993-05-02,LF,DF,2020,Ativo,a00354@ua.pt,Portugal,Ordinário
A00355,Sofia Rodrigues,F,1991-12-20,MTR,DLC,2022,Ativo,a00355@ua.pt,Portugal,Ordinário
A00356,Leonor Gonçalves,F,1998-07-31,LQ,DQ,2023,Ativo,a00356@ua.pt,Angola,Ordinário
A00357,Marta Silva,M,1994-01-13,MMKT,DEGEIT,2019,Ativo,a00357@ua.pt,Brasil,Ordinário
A00358,Marta Costa,M,2001-11-16,MIEEC,DETI,2023,Concluído,a00358@ua.pt,Portugal,Ordinário
A00359,André Gonçalves,F,2007-02-20,LF,DF,2022,Ativo,a00359@ua.pt,Espanha,Internacional
A00360,Afonso Gonçalves,F,1995-04-22,LPE,DEP,2023,Concluído,a00360@ua.pt,Angola,Ordinário
A00361,Leonor Rocha,F,2002-08-18,MDS,DETI,2021,Concluído,a00361@ua.pt,Portugal,Ordinário
A00362,Leonor Silva,F,1995-03-21,LGT,DEGEIT,2022,Ativo,a00362@ua.pt,Portugal,Ordinário
A00363,Miguel Santos,M,2006-01-30,LT,DEGEIT,2021,Concluído,a00363@ua.pt,Portugal,Ordinário
A00364,Beatriz Vieira,F,2001-10-21,LT,DEGEIT,2023,Desistência,a00364@ua.pt,Portugal,Ordinário
A00365,Leonor Fernandes,F,1993-07-14,MEC,DETI,2024,Concluído,a00365@ua.pt,Portugal,Internacional
A00366,Matilde Sousa,F,2004-12-05,MDS,DETI,2021,Ativo,a00366@ua.pt,Portugal,Ordinário
A00367,Mariana Martins,F,1994-01-31,MMKT,DEGEIT,2023,Concluído,a00367@ua.pt,Portugal,Ordinário
A00368,Miguel Costa,F,1997-06-05,MTR,DLC,2020,Ativo,a00368@ua.pt,Portugal,Internacional
A00369,Afonso Ferreira,M,1990-04-04,MEC,DETI,2022,Ativo,a00369@ua.pt,Portugal,Ordinário
A00370,Rita Monteiro,F,1998-08-28,LEI,DETI,2024,Ativo,a00370@ua.pt,Portugal,Ordinário
A00371,Maria Santos,F,2000-10-02,MMKT,DEGEIT,2022,Ativo,a00371@ua.pt,Portugal,Ordinário
A00372,Rita Ferreira,F,1997-09-01,LEM,DEGEIT,2021,Concluído,a00372@ua.pt,Portugal,Trabalhador-Estudante
A00373,Sofia Costa,M,2003-04-29,LGT,DEGEIT,2025,Ativo,a00373@ua.pt,Portugal,Ordinário
A00374,Sofia Rocha,F,1997-06-05,MIEEC,DETI,2021,Desistência,a00374@ua.pt,Portugal,Ordinário
A00375,André Correia,M,1996-09-02,LF,DF,2022,Ativo,a00375@ua.pt,Portugal,Ordinário
A00376,Filipa Neves,M,1990-02-01,MIEEC,DETI,2024,Ativo,a00376@ua.pt,Portugal,Ordinário
A00377,Leonor Pereira,F,2004-04-25,LEB,DBIO,2022,Desistência,a00377@ua.pt,Portugal,Ordinário
A00378,André Gonçalves,M,1992-01-17,MTR,DLC,2024,Ativo,a00378@ua.pt,Portugal,Ordinário
A00379,Tomás Santos,M,1995-11-28,MED,DEP,2022,Concluído,a00379@ua.pt,Portugal,Ordinário
A00380,Sofia Correia,F,2004-12-26,LEM,DEGEIT,2023,Concluído,a00380@ua.pt,Portugal,Ordinário
A00381,Marta Almeida,M,2002-01-04,MMKT,DEGEIT,2024,Ativo,a00381@ua.pt,Portugal,Ordinário
A00382,Rita Rodrigues,F,1992-09-12,MIEEC,DETI,2024,Ativo,a00382@ua.pt,Portugal,Ordinário
A00383,Rodrigo Oliveira,F,2005-04-28,MFIN,DEGEIT,2024,Ativo,a00383@ua.pt,Brasil,Ordinário
A00384,Luís Cardoso,F,1998-09-15,LGT,DEGEIT,2024,Ativo,a00384@ua.pt,Portugal,Ordinário
A00385,Tomás Correia,F,1999-04-19,MFIN,DEGEIT,2021,Ativo,a00385@ua.pt,Portugal,Trabalhador-Estudante
A00386,Beatriz Monteiro,F,2007-08-16,LEM,DEGEIT,2022,Concluído,a00386@ua.pt,Portugal,Ordinário
A00387,Mariana Neves,F,1993-11-11,MTR,DLC,2022,Ativo,a00387@ua.pt,Portugal,Ordinário
A00388,Leonor Jesus,M,2005-06-27,MMKT,DEGEIT,2022,Ativo,a00388@ua.pt,Brasil,Ordinário
A00389,Filipa Pereira,M,1996-04-15,LMAT,DMAT,2025,Concluído,a00389@ua.pt,Cabo Verde,Ordinário
A00390,Sofia Neves,M,2007-05-12,LMAT,DMAT,2023,Ativo,a00390@ua.pt,Portugal,Ordinário
A00391,Beatriz Santos,M,2006-08-14,LEB,DBIO,2025,Ativo,a00391@ua.pt,Portugal,Ordinário
A00392,Ana Costa,M,1993-01-16,LMAT,DMAT,2025,Concluído,a00392@ua.pt,Portugal,Ordinário
A00393,Beatriz Rodrigues,F,1990-09-28,MIEEC,DETI,2024,Ativo,a00393@ua.pt,Portugal,Ordinário
A00394,Leonor Neves,F,2005-04-12,MMKT,DEGEIT,2020,Ativo,a00394@ua.pt,Portugal,Internacional
A00395,Luís Ferreira,M,1997-09-21,MTR,DLC,2021,Concluído,a00395@ua.pt,Portugal,Ordinário
A00396,Luís Monteiro,F,1994-12-19,LPE,DEP,2022,Ativo,a00396@ua.pt,Portugal,Ordinário
A00397,Ana Martins,M,1992-12-19,LEI,DETI,2021,Ativo,a00397@ua.pt,Portugal,Ordinário
A00398,Diogo Jesus,M,1999-07-04,LMAT,DMAT,2023,Concluído,a00398@ua.pt,Portugal,Ordinário
A00399,Beatriz Rocha,F,1990-03-02,MMKT,DEGEIT,2025,Desistência,a00399@ua.pt,Portugal,Ordinário
A00400,Luís Fernandes,F,2000-10-21,LMAT,DMAT,2020,Ativo,a00400@ua.pt,Brasil,Ordinário
A00401,João Neves,F,1993-05-13,LMAT,DMAT,2025,Concluído,a00401@ua.pt,Portugal,Ordinário
A00402,Luís Monteiro,F,2004-09-13,LT,DEGEIT,2025,Desistência,a00402@ua.pt,Portugal,Ordinário
A00403,Rodrigo Almeida,M,2006-04-18,LEB,DBIO,2022,Ativo,a00403@ua.pt,Angola,Ordinário
A00404,Leonor Oliveira,F,2004-10-01,LMAT,DMAT,2021,Ativo,a00404@ua.pt,Portugal,Ordinário
A00405,Marta Sousa,M,2004-09-05,LPE,DEP,2020,Ativo,a00405@ua.pt,Portugal,Trabalhador-Estudante
A00406,Tiago Almeida,M,2003-02-18,MDS,DETI,2022,Ativo,a00406@ua.pt,Portugal,Ordinário
A00407,Filipa Vieira,M,1994-05-13,LGT,DEGEIT,2025,Ativo,a00407@ua.pt,Portugal,Ordinário
A00408,Tomás Moreira,F,1994-06-29,LT,DEGEIT,2023,Ativo,a00408@ua.pt,Portugal,Ordinário
A00409,Rita Fernandes,F,2000-12-08,LPE,DEP,2023,Ativo,a00409@ua.pt,Portugal,Ordinário
A00410,Rita Almeida,F,2007-01-27,LF,DF,2021,Ativo,a00410@ua.pt,Portugal,Ordinário
A00411,Leonor Vieira,M,2004-03-17,LT,DEGEIT,2024,Ativo,a00411@ua.pt,Portugal,Ordinário
A00412,Filipa Silva,F,1997-03-24,MDS,DETI,2025,Ativo,a00412@ua.pt,Portugal,Ordinário
A00413,Tomás Sousa,M,1992-11-22,MDS,DETI,2020,Ativo,a00413@ua.pt,Portugal,Ordinário
A00414,Miguel Monteiro,M,2000-03-23,LMAT,DMAT,2025,Ativo,a00414@ua.pt,Brasil,Internacional
A00415,André Silva,M,1998-01-21,MEC,DETI,2021,Ativo,a00415@ua.pt,Portugal,Ordinário
A00416,Rita Pereira,F,2006-06-19,LT,DEGEIT,2019,Ativo,a00416@ua.pt,Portugal,Ordinário
A00417,Mariana Santos,M,2004-05-12,MIEEC,DETI,2022,Concluído,a00417@ua.pt,Portugal,Ordinário
A00418,André Pereira,F,1991-01-31,LEM,DEGEIT,2020,Ativo,a00418@ua.pt,Portugal,Ordinário
A00419,Filipa Pereira,F,2005-08-05,LT,DEGEIT,2019,Ativo,a00419@ua.pt,Portugal,Ordinário
A00420,Tiago Sousa,M,1992-05-09,LT,DEGEIT,2025,Ativo,a00420@ua.pt,Portugal,Ordinário
A00421,Pedro Gonçalves,F,2007-06-14,LEB,DBIO,2022,Concluído,a00421@ua.pt,Portugal,Ordinário
A00422,Ana Silva,M,1994-08-29,MIEEC,DETI,2025,Ativo,a00422@ua.pt,Portugal,Trabalhador-Estudante
A00423,Matilde Pereira,F,1992-01-08,MTR,DLC,2025,Ativo,a00423@ua.pt,Angola,Ordinário
A00424,Rita Santos,M,1995-12-04,MED,DEP,2024,Ativo,a00424@ua.pt,Brasil,Ordinário
A00425,João Silva,M,2006-07-26,MEC,DETI,2020,Ativo,a00425@ua.pt,Brasil,Ordinário
A00426,Luís Ferreira,M,1998-01-07,LPE,DEP,2024,Desistência,a00426@ua.pt,Portugal,Ordinário
A00427,André Almeida,M,1998-12-23,LEM,DEGEIT,2024,Ativo,a00427@ua.pt,Portugal,Ordinário
A00428,Rita Pereira,F,1992-12-21,LPE,DEP,2020,Desistência,a00428@ua.pt,Portugal,Ordinário
A00429,Mariana Silva,F,2003-09-17,MED,DEP,2023,Concluído,a00429@ua.pt,Brasil,Ordinário
A00430,Diogo Santos,M,2000-12-12,LT,DEGEIT,2020,Concluído,a00430@ua.pt,Portugal,Ordinário
A00431,Afonso Neves,F,2005-01-09,LEI,DETI,2023,Ativo,a00431@ua.pt,Portugal,Ordinário
A00432,Catarina Neves,M,1997-10-03,LQ,DQ,2023,Ativo,a00432@ua.pt,Portugal,Ordinário
A00433,Leonor Fernandes,M,2001-02-13,LPE,DEP,2021,Ativo,a00433@ua.pt,Portugal,Internacional
A00434,Marta Ferreira,F,2002-05-07,MIEEC,DETI,2023,Ativo,a00434@ua.pt,Portugal,Ordinário
A00435,Leonor Silva,F,2001-03-07,MED,DEP,2024,Ativo,a00435@ua.pt,Portugal,Ordinário
A00436,Catarina Rodrigues,F,2007-10-05,LEI,DETI,2023,Concluído,a00436@ua.pt,Portugal,Ordinário
A00437,Miguel Rocha,M,1991-03-21,MEC,DETI,2022,Concluído,a00437@ua.pt,Portugal,Ordinário
A00438,Marta Silva,M,1992-07-23,MDS,DETI,2020,Ativo,a00438@ua.pt,Portugal,Ordinário
A00439,Rita Almeida,M,2005-09-30,LMAT,DMAT,2020,Ativo,a00439@ua.pt,Portugal,Ordinário
A00440,André Rodrigues,F,1995-09-15,MFIN,DEGEIT,2021,Ativo,a00440@ua.pt,Portugal,Ordinário
A00441,Rodrigo Correia,F,2006-12-25,MEC,DETI,2024,Ativo,a00441@ua.pt,Portugal,Trabalhador-Estudante
A00442,João Rocha,F,2001-03-10,MED,DEP,2019,Ativo,a00442@ua.pt,Espanha,Ordinário
A00443,Inês Pereira,F,2005-07-08,MTR,DLC,2021,Ativo,a00443@ua.pt,Portugal,Ordinário
A00444,Miguel Sousa,M,1999-05-23,MEC,DETI,2022,Ativo,a00444@ua.pt,Portugal,Ordinário
A00445,Catarina Rodrigues,M,2005-09-25,MFIN,DEGEIT,2023,Ativo,a00445@ua.pt,Portugal,Ordinário
A00446,Rodrigo Costa,M,2005-01-30,LMAT,DMAT,2021,Desistência,a00446@ua.pt,Portugal,Ordinário
A00447,Tomás Correia,F,2007-01-24,MEC,DETI,2023,Ativo,a00447@ua.pt,Espanha,Ordinário
A00448,André Oliveira,M,1990-04-15,LMAT,DMAT,2025,Ativo,a00448@ua.pt,Portugal,Ordinário
A00449,João Sousa,F,1996-06-05,LF,DF,2022,Ativo,a00449@ua.pt,Portugal,Ordinário
A00450,Catarina Vieira,M,1992-04-19,MDS,DETI,2022,Ativo,a00450@ua.pt,Portugal,Ordinário
A00451,Filipa Fernandes,F,1998-07-23,LMAT,DMAT,2024,Ativo,a00451@ua.pt,Cabo Verde,Ordinário
A00452,Rodrigo Gonçalves,F,2003-12-02,LF,DF,2024,Concluído,a00452@ua.pt,Portugal,Ordinário
A00453,Filipa Ferreira,F,1996-08-06,LEB,DBIO,2024,Ativo,a00453@ua.pt,Portugal,Ordinário
A00454,Luís Oliveira,M,1990-11-29,LEM,DEGEIT,2024,Ativo,a00454@ua.pt,Portugal,Ordinário
A00455,Miguel Neves,M,2000-06-17,LEI,DETI,2021,Ativo,a00455@ua.pt,Portugal,Trabalhador-Estudante
A00456,Afonso Fernandes,M,2007-09-19,LMAT,DMAT,2023,Ativo,a00456@ua.pt,Portugal,Internacional
A00457,Beatriz Martins,F,1999-05-01,LGT,DEGEIT,2025,Ativo,a00457@ua.pt,Brasil,Ordinário
A00458,Mariana Cardoso,M,1996-08-01,MEC,DETI,2022,Desistência,a00458@ua.pt,Portugal,Ordinário
A00459,Rodrigo Neves,F,2005-01-01,LEI,DETI,2023,Ativo,a00459@ua.pt,Angola,Ordinário
A00460,Catarina Sousa,M,1998-07-22,MIEEC,DETI,2020,Ativo,a00460@ua.pt,Portugal,Ordinário
